timestamp_utc	model_train_commit	run_id	model_state_sha256	reference	pair_count	game_count	pair_score	logistic_elo	elo_lower	elo_upper	normalized_elo	gameplay_seconds	cold_total_seconds	candidate_mean_call_seconds	reference_mean_call_seconds	fault_losses	status	arena_report
2026-07-24T10:29:39Z	b33ef321303b4eb06da0c8a4265abc8e100b9de3	torch-eager-b512-control-u564-vs-raw-bt4-development-128pairs-cap256-v1	cd45d2ecb17d35439ec1ee54b3ad3ce02bcb5d2cdc4571e37bddcda15e34c49c	raw-bt4-61e43e98d2c4	128	256	0.357421875	-101.89792328781793	-202.74416161421738	-15.671470410536886	-213.01561506643648	131.60564993997104	176.58341360400664	0.041463038137995366	0.0342255863462241	4	complete	artifacts/arena/torch-eager-b512-control-u564-vs-raw-bt4-development-128pairs-cap256-v1/state.json
