retained_epochs,wandb_endpoint_epochs,compute_epochs_lower_bound,retry_adjusted_compute_epochs,best_val_dfm_ce,retained_val_dfm_ce,retained_minus_best,projection_midpoint,projection_low,projection_high
76.06336934137794,76.68709129665089,76.51269915820659,80.32613172441201,4.503007724881172,4.541200563311577,0.03819283843040466,4.432415697333296,4.414170463168678,4.450660931497914
